X-Koordinate;Y-Koordinate
20460.00000000;11092.50058413
31190.00000000;11092.50058413
34740.00000000;11092.50058413
41240.00000000;3718.50000000
29960.00000000;3718.50000000
25100.00000000;3718.50000000
20460.00000000;3718.50000000
10205.00000000;41.00000000
25100.00000000;17981.50058413
10205.00000000;2237.31816595
