X-Koordinate;Y-Koordinate
34740.00000000;7047.51820840
5500.00000000;4050.01820840
14305.00000000;7047.51820840
20460.00000000;13962.51820840
31190.00000000;13962.51820840
5500.00000000;15520.01820840
34740.00000000;3677.51820840
31190.00000000;18022.51820840
20460.00000000;18022.51820840
5500.00000000;0.01820840
5500.00000000;19525.01820840
