X-Koordinate;Y-Koordinate
46545.00000000;18021.50000000
46545.00000000;3678.50000000
0.00000000;1.00000000
14302.50000000;1.00000000
0.00000000;19524.00004244
10220.00000000;19524.00004244
14305.00000000;3332.50000000
