X-Koordinate;Y-Koordinate
0.00000000;14515.00000000
0.00000000;4765.00000000
14305.00000000;5856.17902213
14864.74601241;12532.50058413
14305.00000000;1137.04668399
4565.00000000;18364.50058413
8016.50000000;18364.50058413
6315.50000000;2237.31816595
9049.74601241;2237.31816595
0.00000000;7763.50000000
0.00000000;11790.50000000
10205.00000000;935.04672549
1684.50000000;18364.50058413
2728.50000000;2237.31816595
